Events evaluated,Mean SHAP-LIME Top5 Jaccard,Median SHAP-LIME Top5 Jaccard,Mean SHAP-LIME Top5 overlap,Mean LIME repeated Top5 Jaccard
30,0.09682539682539683,0.14285714285714285,0.6666666666666666,0.6759259259259258
