Accuracy,Balanced Accuracy,Macro Precision,Macro Recall,Macro F1,Weighted F1,MCC
0.7659840645192635,0.543772809532947,0.5467636225475138,0.543772809532947,0.5083229192616663,0.7798259163377369,0.69760306375691
