Risk statement,Threat/event,Likelihood,Impact,Inherent analytical risk,Control objective,Residual likelihood,Residual risk,KRI,Risk owner,Action,Due date,Second-line challenge
Potential Generic network threat indicated by analytical evidence,Generic,0.9999804496765137,Institution-defined,99.998046875,Control assessment,Institution-assessed,Institution-approved,Above-appetite events,Institution-defined,Control assessment,Institution-defined,Independent review required
