Selected model,Test accuracy,Test precision,Test recall,Test F1,Test balanced accuracy,Test ROC-AUC,Test PR-AUC,Test FPR,Test FNR,Test Brier,Multiclass accuracy,Multiclass macro-F1,Multiclass weighted-F1,Mean SHAP-LIME Top5 Jaccard,Mean repeated-LIME Top5 Jaccard,Median analytical risk score at impact=1,Critical proportion at impact=1 (%)
XGBoost,0.8731963270660253,0.8215259859933652,0.9833230389129092,0.8951723029962246,0.8607966545915897,0.983598012322302,0.9879924797845991,0.26172972972972974,0.016676961087090797,0.08279516871745582,0.7659840645192635,0.5083229192616663,0.7798259163377369,0.09682539682539683,0.6759259259259258,93.59492874145508,57.76976145362678
